"Bacterial.Species","Organism.Name","Body.Site","Animal.Species","Date.and.Time","AMIKAC","AMOCLA","AMOXIC","AMPHOT","AMPICI","ANIDUL","AZITHR","BACITR","CASPOF","CEFAZO","CEFOVE","CEFOXI","CEFPOD","CEFTAZ","CEFTIF","CEPALE","CEPHAL","CHLORA","CHLTET","CIPROF","CLARYT","CLINDA","DANOFL","DAPTOM","DOXYCY","ENROFL","ERYTH","FLORFE","FLUCON","FLUCYT","GENTAM","IMIPEN","ITRACO","KANAMY","LINCOM","LINEZO","MARBOF","MICAFU","MINOCY","MOXIFL","NEOMYC","NITRO","NOVOBI","OFLOXA","ORBIFL","OXACIL","OXYTET","PENICI","PIPTAZ","POLYB","POSACO","PRADOF","RIFAMP","SDIMET","SPECT","STREPT","SULTHI","SYNERC","TETRA","TIAMUL","TICARC","TICCLA","TIGECY","TILMIC","TOBRAM","TRISUL","TULATH","TYLO","VANCOM","VORICO"
"S.PSE","Staphylococcus pseudintermedius","SKI","CAN","1/10/2018 12:35","<=      16","<=    0.25",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       2","0.25",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,"<=     0.5",NA,NA,">     0.5","<=    0.25","<=    0.25",NA,NA,NA,"<=       4","<=       1",NA,NA,NA,NA,"<=       1",NA,">       2",NA,NA,"<=      16",NA,NA,NA,"<=    0.25",NA,"0.25",NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,NA,">       1",NA,NA,NA,NA,NA,NA,">       4",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermediu    ","EXUD","CAN","1/9/2016 11:54",NA," =    0.25",NA,NA," =       1",NA,NA,NA,NA,"<=       1"," =       4","<=       2","<=       2",NA," =       4",NA," =       8","<=       4",NA,NA,NA,"<=     0.5",NA,NA," =       8"," >       2","<=     0.5",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA," >       2",NA,NA,NA,NA,NA,NA,NA,NA," =       1",NA," =       1",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","EAR","CAN","1/12/2017 12:15","<=       4","<=    0.12",NA,NA," =    0.25",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,"<=     0.5",NA,NA," =       4","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =       1",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","EAR","CAN","1/9/2016 12:58",NA,"<=    0.12",NA,NA,NA,NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2"," =       8",NA,NA,NA," >       4",NA,NA," =       8"," =       1"," >       4",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA," =       1",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,NA,"<=       8",NA,NA,NA," >       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","URIVOID","CAN","1/11/2017 10:52",NA,"<=       2",NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA," =    0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","POOL","CAN","1/9/2016 11:56","<=       4"," =    0.25",NA,NA," >       1",NA,NA,NA,NA,"<=       1"," =       2","<=       2","<=       2",NA," =       2",NA,"<=       2"," =       8",NA,NA,NA," >       4",NA,NA," =       8"," >       2"," >       4",NA,NA,NA," =       2","<=       1",NA,NA,NA,NA," >       2",NA,NA,NA,NA,NA,NA,NA,NA," =       1",NA," =       8",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA," >       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermedius","SKI","CAN","1/10/2019 14:52","<=      16","4",NA,NA,">       8",NA,NA,NA,NA,"<=       2",">       8",NA,">       8",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,">       4",NA,NA,">     0.5",">       4",">       4",NA,NA,NA,"8","<=       1",NA,NA,NA,NA,">       4",NA,">       2",NA,NA,"<=      16",NA,NA,NA,">       2",NA,">       8",NA,NA,NA,">       2","<=       1",NA,NA,NA,NA,NA,">       1",NA,NA,NA,NA,NA,NA,">       4",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermedius","EAR","CAN","1/11/2018 16:12",NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,">       8",NA,NA,">      16",">       1",NA,NA,">       2",NA,NA,NA,NA,">      16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,">       8",">       8",NA,NA,NA,NA,NA,">     256","64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,">       2",NA,">      32",NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","EAR","CAN","1/12/2016 13:26","<=       4","<=    0.12",NA,NA,"<=    0.12",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,"<=     0.5",NA,NA,"<=       2","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =    0.12",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","SKI","CAN","1/11/2017 14:19","<=       4","<=    0.12",NA,NA,NA,NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA," >       4",NA,NA,"<=       2","<=    0.25"," >       4",NA,NA,NA," =       8","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,NA,"<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","PRE","CAN","1/12/2017 12:17","<=       4"," =    0.25",NA,NA," =       1",NA,NA,NA,NA,"<=       1"," =       1","<=       2","<=       2",NA," =       1",NA,"<=       2"," =       8",NA,NA,NA,"<=     0.5",NA,NA,"<=       2","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =       4",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermedius","EAR","CAN","1/11/2020 12:30","<=      16","<=    0.25",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       2","0.25",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,"<=     0.5",NA,NA,"<=    0.12","<=    0.25","<=    0.25",NA,NA,NA,"<=       4","<=       1",NA,NA,NA,NA,"<=       1",NA,"<=     0.5",NA,NA,"<=      16",NA,NA,NA,"<=    0.25",NA,"<=    0.06",NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermedius","EAR","CAN","1/10/2020 16:21","<=      16","<=    0.25",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       2","0.25",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,"<=     0.5",NA,NA,"<=    0.12","<=    0.25","<=    0.25",NA,NA,NA,"<=       4","<=       1",NA,NA,NA,NA,"<=       1",NA,"<=     0.5",NA,NA,"<=      16",NA,NA,NA,"<=    0.25",NA,"0.5",NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermedius","EAR","CAN","1/11/2020 12:29","<=      16","<=    0.25",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       2","0.25",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,"<=     0.5",NA,NA,"<=    0.12","<=    0.25","0.5",NA,NA,NA,"<=       4","<=       1",NA,NA,NA,NA,"<=       1",NA,"<=     0.5",NA,NA,"<=      16",NA,NA,NA,"<=    0.25",NA,"<=    0.06",NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermedius","SKI","CAN","1/10/2020 16:08","<=      16","<=    0.25",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       2","0.25",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,"<=     0.5",NA,NA,"<=    0.12","<=    0.25","<=    0.25",NA,NA,NA,"<=       4","<=       1",NA,NA,NA,NA,"<=       1",NA,"<=     0.5",NA,NA,"<=      16",NA,NA,NA,"<=    0.25",NA,"0.5",NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermedius","EAR","CAN","1/10/2020 16:05","<=      16","<=    0.25",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       2","0.25",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,"<=     0.5",NA,NA,"<=    0.12","<=    0.25","<=    0.25",NA,NA,NA,"<=       4","<=       1",NA,NA,NA,NA,"<=       1",NA,"<=     0.5",NA,NA,"<=      16",NA,NA,NA,"<=    0.25",NA,"0.5",NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermedius","SKI","CAN","1/12/2019 16:06","<=      16","<=    0.25",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       2","0.25",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,"<=     0.5",NA,NA,"<=    0.12","<=    0.25","<=    0.25",NA,NA,NA,"<=       4","<=       1",NA,NA,NA,NA,"<=       1",NA,"<=     0.5",NA,NA,"<=      16",NA,NA,NA,"<=    0.25",NA,"2",NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermediu    ","EAR","CAN","1/13/2016 16:03","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       4",NA,NA,NA,"<=     0.5",NA,NA," =       8","<=    0.25","<=     0.5",NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermedius","URIVOID","CAN","1/13/2018 7:11",NA,"<=       2",NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermedius","EAR","CAN","1/11/2019 14:17","<=      16","<=    0.25",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       2","0.25",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,"<=     0.5",NA,NA,"<=    0.12","<=    0.25","<=    0.25",NA,NA,NA,"<=       4","<=       1",NA,NA,NA,NA,"<=       1",NA,"<=     0.5",NA,NA,"<=      16",NA,NA,NA,"<=    0.25",NA,"<=    0.06",NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermedius","WOUS","CAN","1/11/2020 12:56","<=      16","4",NA,NA,">       8",NA,NA,NA,NA,">       4",">       8",NA,">       8",NA,NA,NA,"4","<=       8",NA,NA,NA,">       4",NA,NA,">     0.5",">       4",">       4",NA,NA,NA,"8","<=       1",NA,NA,NA,NA,">       4",NA,">       2",NA,NA,"<=      16",NA,NA,NA,">       2",NA,">       8",NA,NA,NA,">       2","<=       1",NA,NA,NA,NA,NA,">       1",NA,NA,NA,NA,NA,NA,">       4",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermedius","SKI","CAN","1/11/2019 16:11","<=      16","<=    0.25",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       2","0.12",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,"<=     0.5",NA,NA,"<=    0.12","<=    0.25","<=    0.25",NA,NA,NA,"<=       4","<=       1",NA,NA,NA,NA,"<=       1",NA,"<=     0.5",NA,NA,"<=      16",NA,NA,NA,"<=    0.25",NA,"0.5",NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermedius","EAR","CAN","1/11/2019 14:18","<=      16","<=    0.25",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       2","0.25",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,"<=     0.5",NA,NA,"<=    0.12","<=    0.25","<=    0.25",NA,NA,NA,"<=       4","<=       1",NA,NA,NA,NA,"<=       1",NA,"<=     0.5",NA,NA,"<=      16",NA,NA,NA,"<=    0.25",NA,"0.12",NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermedius","SKI","CAN","1/11/2020 12:25","<=      16","<=    0.25",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       2","0.5",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,"<=     0.5",NA,NA,"<=    0.12","<=    0.25","<=    0.25",NA,NA,NA,"<=       4","<=       1",NA,NA,NA,NA,"<=       1",NA,"<=     0.5",NA,NA,"<=      16",NA,NA,NA,"<=    0.25",NA,"<=    0.06",NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,"2",NA
"S.PSE","Staphylococcus pseudintermedius","EAR","CAN","1/13/2018 11:11","<=      16","<=    0.25",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       2","0.25",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,"<=     0.5",NA,NA,">     0.5","<=    0.25","<=    0.25",NA,NA,NA,"<=       4","<=       1",NA,NA,NA,NA,"<=       1",NA,">       2",NA,NA,"<=      16",NA,NA,NA,"<=    0.25",NA,"<=    0.06",NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,NA,">       1",NA,NA,NA,NA,NA,NA,">       4",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermediu    ","SKI","CAN","1/15/2016 13:34","<=       4","<=    0.12",NA,NA,"<=    0.12",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,"<=     0.5",NA,NA," =       8"," =     0.5","<=     0.5",NA,NA,NA," =       2","<=       1",NA,NA,NA,NA," =       1",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =       1",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","WOUS","CAN","1/13/2017 12:46","<=       4","<=    0.12",NA,NA,"<=    0.12",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,"<=     0.5",NA,NA," =       4","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA,"<=    0.06",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA," >       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","EAR","CAN","1/13/2017 12:42","<=       4","<=    0.12",NA,NA,NA,NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,"<=     0.5",NA,NA," =       4","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA," =     0.5",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,NA,"<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","SKI","CAN","1/14/2016 15:15",NA," =     0.5",NA,NA," >       1",NA,NA,NA,NA,"<=       1"," =       4","<=       2","<=       2",NA," =       1",NA,"<=       2"," =       8",NA,NA,NA," >       4",NA,NA," =       8"," >       2"," >       4",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA," >       2",NA,NA,NA,NA,NA,NA,NA,NA," =       2",NA," >       8",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA," >       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","SKI","CAN","1/13/2017 12:49","<=       4"," =     0.5",NA,NA," >       1",NA,NA,NA,NA,"<=       1"," >       4","<=       2"," =       8",NA," =       2",NA,"<=       2"," =       8",NA,NA,NA," >       4",NA,NA," =       8"," >       2"," >       4",NA,NA,NA," =       8","<=       1",NA,NA,NA,NA," >       2",NA,NA,NA,NA,NA,NA,NA,NA," =       1",NA," =       4",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA," >       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","INTER","CAN","1/14/2017 15:03","<=       4","<=    0.12",NA,NA,NA,NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,"<=     0.5",NA,NA,"<=       2","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA," =     0.5",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,NA,"<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermedius","SKI","CAN","1/11/2020 12:26","<=      16","0.5",NA,NA,"1",NA,NA,NA,NA,"<=       2","0.5",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,"<=     0.5",NA,NA,"<=    0.12",">       4","<=    0.25",NA,NA,NA,"<=       4","<=       1",NA,NA,NA,NA,">       4",NA,"<=     0.5",NA,NA,"<=      16",NA,NA,NA,"1",NA,"4",NA,NA,NA,">       2","<=       1",NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,">       4",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermedius","URIVOID","CAN","1/14/2018 9:26",NA,"<=       2",NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","CORN","CAN","1/14/2017 8:17","<=      16",NA,NA,NA,NA,NA,NA," >       4",NA,"<=       8",NA,NA,NA,NA,"<=       2",NA,NA,"<=       4",NA,"<=       1",NA,NA,NA,NA,"<=    0.12",NA,"<=     0.5",NA,NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5","<=       4",NA,NA," =    0.25",NA,NA,"<=     0.5",NA,NA,"<=       5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=      16",NA,NA,NA,"<=       4","<=       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermedius","EARC","CAN","1/12/2019 16:05","<=      16","<=    0.25",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       2","0.25",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,"<=     0.5",NA,NA,"<=    0.12","<=    0.25","<=    0.25",NA,NA,NA,"<=       4","<=       1",NA,NA,NA,NA,"<=       1",NA,"<=     0.5",NA,NA,"<=      16",NA,NA,NA,"<=    0.25",NA,"<=    0.06",NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermediu    ","ABS","CAN","1/17/2017 15:42",NA,"<=    0.12",NA,NA," =       1",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2"," =       8",NA,NA,NA,"<=     0.5",NA,NA,"<=       2","<=    0.25","<=     0.5",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =       4",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermedius","NPSB","CAN","1/16/2019 13:06","<=      16",">       8",NA,NA,">       8",NA,NA,NA,NA,">       4",">       8",NA,">       8",NA,NA,NA,"<=       2",">      32",NA,NA,NA,">       4",NA,NA,">     0.5",">       4",">       4",NA,NA,NA,">      16","<=       1",NA,NA,NA,NA,">       4",NA,">       2",NA,NA,"<=      16",NA,NA,NA,">       2",NA,">       8",NA,NA,NA,"2","<=       1",NA,NA,NA,NA,NA,">       1",NA,NA,NA,NA,NA,NA,">       4",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermedius","EAR","CAN","1/15/2019 16:05","<=      16","<=    0.25",NA,NA,"2",NA,NA,NA,NA,"<=       2","2",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,">       4",NA,NA,">     0.5",">       4",">       4",NA,NA,NA,"16","<=       1",NA,NA,NA,NA,">       4",NA,">       2",NA,NA,"<=      16",NA,NA,NA,"1",NA,">       8",NA,NA,NA,"2","<=       1",NA,NA,NA,NA,NA,">       1",NA,NA,NA,NA,NA,NA,">       4",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermediu    ","URI","CAN","1/15/2016 10:25",NA,"<=       2",NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA," =    0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermedius","EAR","CAN","1/16/2018 11:35","<=      16","0.5",NA,NA,"8",NA,NA,NA,NA,"<=       2",">       8",NA,"4",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,"<=     0.5",NA,NA,">     0.5",">       4","<=    0.25",NA,NA,NA,">      16","<=       1",NA,NA,NA,NA,">       4",NA,">       2",NA,NA,"<=      16",NA,NA,NA,"1",NA,">       8",NA,NA,NA,"2","<=       1",NA,NA,NA,NA,NA,">       1",NA,NA,NA,NA,NA,NA,"4",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermedius","WOUS","CAN","1/15/2020 11:00","<=      16","2",NA,NA,">       8",NA,NA,NA,NA,"<=       2",">       8",NA,">       8",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,"<=     0.5",NA,NA,">     0.5","<=    0.25","0.5",NA,NA,NA,"8","<=       1",NA,NA,NA,NA,"<=       1",NA,">       2",NA,NA,"<=      16",NA,NA,NA,">       2",NA,">       8",NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,NA,">       1",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,"2",NA
"S.PSE","Staphylococcus pseudintermediu    ","WOUS","CAN","1/17/2017 15:40","<=       4","<=    0.12",NA,NA," =    0.25",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,"<=     0.5",NA,NA," =       4","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =    0.25",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","EXUD","CAN","1/15/2016 13:30","<=       4","<=    0.12",NA,NA,"<=    0.12",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,"<=     0.5",NA,NA,"<=       2"," =     0.5","<=     0.5",NA,NA,NA," =       8","<=       1",NA,NA,NA,NA," =     0.5",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =    0.25",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
